Period,Position,Seniority,Global_exp,Local_exp,Salary,GDP
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,1930,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,1800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,1050,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,436,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,4800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,1000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1490,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,2340,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,1300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,9.0,2600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,1000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,3500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,4085,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,3200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,3700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,850,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2930,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,2600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,10.0,5000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,1200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1580,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,4000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1750,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1485,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,3300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,1500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,4950,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,1028,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,1700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2950,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,2400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,1400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,4230,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1440,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,8.0,4200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,8.0,4000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,1100,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,3100,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,3700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,2600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1250,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,2400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,15.0,7700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2550,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,3733,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,8.0,5000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,1000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,2200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,1800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1100,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1900,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,2000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,12.0,3800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,1000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,4300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,4750,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,1100,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,1000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2150,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,1300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2050,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1100,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1710,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,9.0,4050,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,1900,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,12.0,6500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,1000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,3500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,1500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,4700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1100,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,4000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,2000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1860,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2650,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,2000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,1300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,3500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,2400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,11.0,1065,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,4300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,8.0,5600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,3200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,775,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,3333,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,1150,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,350,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,4500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,850,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,2600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2150,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,9.0,2900,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,1102,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,4000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1900,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3100,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,1900,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1100,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2750,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,350,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,11.0,5650,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2150,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,1450,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2300,5069.703125
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.5,1600,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,5.0,2100,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,4.0,2000,5711.16
2024.06,"Analyst (Business, Data, System etc)",Senior,,6.0,1700,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,5.0,800,5711.16
2024.06,"Analyst (Business, Data, System etc)",Lead,,8.0,1000,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.0,500,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,4.0,4000,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,2.0,650,5711.16
2024.06,"Analyst (Business, Data, System etc)",Lead,,10.0,2200,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.5,1680,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,1800,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,4.0,3700,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,5.0,3000,5711.16
2024.06,"Analyst (Business, Data, System etc)",Lead,,8.0,4800,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.5,1800,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,1500,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,4.0,1710,5711.16
2024.06,"Analyst (Business, Data, System etc)",Senior,,6.0,3470,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,2200,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.5,1000,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,0.5,760,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,1200,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,2.0,1900,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,2.0,1300,5711.16
2024.06,"Analyst (Business, Data, System etc)",Lead,,8.0,5400,5711.16
2024.06,"Analyst (Business, Data, System etc)",Lead,,9.0,3080,5711.16
2024.06,"Analyst (Business, Data, System etc)",Senior,,7.0,3300,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,2500,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,1800,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,5.0,4500,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.5,2500,5711.16
2024.06,"Analyst (Business, Data, System etc)",Senior,,6.0,3009,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.5,1500,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.5,700,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,2400,5711.16
2024.06,"Analyst (Business, Data, System etc)",Lead,,8.0,6000,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,2500,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,2500,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.5,1100,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,2200,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.0,1400,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,1600,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.0,617,5711.16
2024.06,"Analyst (Business, Data, System etc)",Senior,,7.0,4950,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,4.0,2300,5711.16
2024.06,"Analyst (Business, Data, System etc)",Senior,,7.0,2600,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,1230,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,5.0,3400,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.5,355,5711.16
2024.06,"Analyst (Business, Data, System etc)",Lead,,13.0,3000,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.0,1000,5711.16
2024.06,"Analyst (Business, Data, System etc)",Senior,,6.0,2000,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,0.1,1000,5711.16
2024.06,"Analyst (Business, Data, System etc)",Lead,,15.0,4800,5711.16
2024.06,"Analyst (Business, Data, System etc)",Senior,,6.0,1850,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,4.0,3600,5711.16
2024.06,"Analyst (Business, Data, System etc)",Lead,,12.0,3000,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,2.0,2050,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,4300,5711.16
2024.06,"Analyst (Business, Data, System etc)",Lead,,15.0,4200,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,4.0,2100,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,2.0,1450,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,3100,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,1400,5711.16
2024.06,"Analyst (Business, Data, System etc)",Lead,,11.0,1500,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,4.0,6300,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,2100,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.0,470,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,2500,5711.16
2024.06,"Analyst (Business, Data, System etc)",Lead,,15.0,5500,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,3000,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,5.0,1100,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.5,1000,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,5.0,2300,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,2500,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,0.5,1200,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.5,900,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,3270,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,2.0,1300,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,5.0,1200,5711.16
2024.06,"Analyst (Business, Data, System etc)",Lead,,8.0,5100,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.5,1500,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,5.0,1200,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,5.0,2600,5711.16
2024.06,"Analyst (Business, Data, System etc)",Junior,,1.5,2700,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,3.0,1800,5711.16
2024.06,"Analyst (Business, Data, System etc)",Lead,,15.0,5000,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,4.0,3665,5711.16
2024.06,"Analyst (Business, Data, System etc)",Middle,,4.0,1700,5711.16
